taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	NCBI Assembly Accession	NCBI GenBank ID	Genome Size   * assembled	Gene Count   * assembled	
2718217843	Bacteria	Finished	Corynebacterium diphtheriae B-D-16-78 Genome sequencing	Corynebacterium diphtheriae sv. Mitis B-D-16-78	University of Malaya	2718217843	GCA_001902275.1	CP018331	2474151	2424	
2850509456	Bacteria	Finished	Genome sequencing of Propionibacterium freudenreichii	Propionibacterium freudenreichii PFRJS25	Institute of Biotechnology, University of Helsinki	2850509456	GCA_900097245.1	LT618783, LT618784	2702157	2472	
2718218062	Bacteria	Finished	Complete Genome Sequencing of Corynebacterium pseudotuberculosis MEX30	Corynebacterium pseudotuberculosis MEX30	UFMG	2718218062	GCA_001922265.1	CP017291	2368140	2256	
2609459802	Bacteria	Permanent Draft	Propionibacterium acnes HL201PA1	Cutibacterium acnes HL201PA1	University of California, Los Angeles	2609459802	GCA_000735065.1	AODA00000000	2563562	2520	
2561511135	Bacteria	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Corynebacterium vitaeruminis Ga6A13	DOE Joint Genome Institute (JGI)	2561511135	GCA_000702185.1	JNKV00000000	2909448	2707	
2876301957	Bacteria	Permanent Draft	Cutibacterium avidum T14 genome sequencing	Cutibacterium avidum T14	Aarhus University	2876301957	GCA_001866625.1	LLJI00000000	2522071	2406	
2531839429	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL050PA3	Washington University in St. Louis	2531839429	GCA_000144325.1	ADZK00000000	2476239	2555	
2799113227	Bacteria	Permanent Draft	Whole genome sequencing of pathogenic strains of Mycobacterium abscessus	Mycobacteroides abscessus abscessus 647	Wellcome Trust Sanger Institute	2799113227	GCA_900140235.1	FSOQ00000000	2512596	2413	
2858973661	Bacteria	Permanent Draft	Cutibacterium acnes LRY_BL genome sequencing	Cutibacterium acnes LRY_BL	University of Nantes	2858973661	GCA_001750535.1	MAUX00000000	2534633	2482	
2576861738	Bacteria	Permanent Draft	Propionibacterium acnes JCM 18916	Cutibacterium acnes JCM 18916	University of Tokyo	2576861738	GCA_000521405.1	BAVN00000000	2514747	3711	
2718218061	Bacteria	Finished	Corynebacterium pseudotuberculosis genome sequencing - Federal University of Minas Gerais	Corynebacterium pseudotuberculosis 48	Federal University of Minas Gerais	2718218061	GCA_001867165.1	CP015191	2403301	2258	
2534682005	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL078PA1	Washington University in St. Louis	2534682005	GCA_000145535.1	ADZG00000000	2566233	2735	
2731957581	Bacteria	Permanent Draft	Granulicoccus phenolivorans NBRC 107789	Granulicoccus phenolivorans NBRC 107789	National Institute of Technology and Evaluation	2731957581	GCA_001552335.1	BCQZ00000000	4060395	3794	
2690316020	Bacteria	Permanent Draft	Genome sequencing to identify the genetic basis of strain dependant traits in Propionibacterium freudenreichii isolates	Propionibacterium freudenreichii CIRM-BIA 513	INRA STLO	2690316020	GCA_001369015.1	CDAE00000000	2659761	2417	
2866950714	Bacteria	Permanent Draft	Propionibacterium timonense genome	Acidipropionibacterium timonense Marseille-P4482	Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )	2866950714	GCA_900605005.1	UWPF00000000	2816509	2712	
648231703	Bacteria	Finished	Corynebacterium pseudotuberculosis C231	Corynebacterium pseudotuberculosis C231	Federal University of Minas Gerais	648231703	GCA_000144675.1	CP001829	2328208	2113	
2585427622	Bacteria	Finished	Propionibacterium sequencing project -BAYGEN, Hungary	Cutibacterium acnes hdn-1	BAYGEN	2585427622	GCA_000709495.1	CP006032	2494562	2297	
2961896875	Bacteria	Permanent Draft	Corynebacterium Genome sequencing	Corynebacterium diphtheriae bv. gravis 4601	Northumbria University	2961896875	GCA_002203815.1	LSXU00000000	2448642	2433	
2511231115	Bacteria	Finished	Pan-genomics of Corynebacterium diphtheriae	Corynebacterium diphtheriae CDCE 8392	Bielefeld University	2511231115	GCA_000255215.1	CP003211	2433326	2318	
2537561583	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL110PA1	Washington University in St. Louis	2537561583	GCA_000144205.1	ADZE00000000	2495610	2649	
2671180803	Bacteria	Finished	Propionibacterium acidipropionici strain:ATCC 55737 Genome sequencing and assembly	Acidipropionibacterium acidipropionici ATCC 55737	Australian Institute for Bioengineering and Nanotechnology	2671180803	GCA_001602115.1	CP014352, CP014353	3707191	3484	
2855973848	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes T20574	University of Washington	2855973848	GCA_003384415.1	PCNK00000000	2480333	2430	
2834841514	Bacteria	Permanent Draft	Genome Sequencing for Cultivated Species of the Human Gut Microbiota	Propionibacterium sp. OF05-25	Beijing Genomics Institute (BGI)	2834841514	GCA_003482085.1	QUMJ00000000	2532082	2497	
2878677284	Bacteria	Permanent Draft	Cutibacterium avidum T15 genome sequencing	Cutibacterium avidum T15	Aarhus University	2878677284	GCA_001866585.1	LLJJ00000000	2462788	2344	
2623620407	Bacteria	Draft	Select Genomes from microbial communities from drinking water filter from Ann Arbor, Michigan	Plantomycetaceae sp. genome_bin_12	University of Michigan	2623620407			5095660	4753	
2660238400	Bacteria	Finished	Genome sequences of multiple Propionibacterium acnes strains	Cutibacterium acnes PA_12_1_R1	Institute for Genome Sciences, University of Maryland School of Medicine	2660238400	GCA_001469635.1	CP012353	2470017	2346	
2537561595	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL097PA1	Washington University in St. Louis	2537561595	GCA_000194905.1	ADWI00000000	2519690	2616	
2938698525	Bacteria	Permanent Draft	Corynebacterium Genome sequencing	Corynebacterium diphtheriae bv. mitis 847	Northumbria University	2938698525	GCA_002203335.1	LSVT00000000	2489232	2556	
2855982558	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes P15-178	University of Washington	2855982558	GCA_003384225.1	NXAT00000000	2536713	2468	
2718218479	Bacteria	Finished	Corynebacterium pseudotuberculosis genome sequencing - Federal University of Minas Gerais	Corynebacterium pseudotuberculosis 43	Federal University of Minas Gerais	2718218479	GCA_001867125.1	CP015189	2365075	2209	
2869101221	Bacteria	Permanent Draft	Whole genome sequencing of bacterial isolates collected over a 1-year period from the intensive care unit of University of Washington Medical Center	Cutibacterium avidum 523_PAVI	University of Washington	2869101221	GCA_001063605.1	JVDS00000000	2540750	2496	
2524614857	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Deinococcus ficus DSM 19119	DOE Joint Genome Institute (JGI)	2524614857	GCA_000430865.1	AUMV00000000	4146328	4075	
2841525362	Bacteria	Finished	Genome sequencing as part of FDA-ARGOS: dAtabase for Regulatory Grade micrObial Sequences project	Cutibacterium acnes FDAARGOS_503	Institute for Genome Sciences, University of Maryland School of Medicine, US Food and Drug Administration 	2841525362	GCA_003812785.1	CP033842	2494539	2438	
2788500328	Bacteria	Finished	Micropruina glycogenica 1 genome sequencing	Micropruina glycogenica 1	Aalborg University	2788500328	GCA_900289045.1	LT985188	3844677	3683	
2756170169	Bacteria	Permanent Draft	Sequencing the genomes of 1000 actinobacteria strains	Corynebacterium pseudotuberculosis DSM 20689	DOE Joint Genome Institute (JGI)	2756170169		RBXH00000000	2338546	2151	
2928325203	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Deinococcus enclensis DSM 25127	DOE Joint Genome Institute (JGI)	2928325203			4111106	4152	
2883648118	Bacteria	Finished	Gephyromycinifex aptenodytis NJES-13 genome sequencing	Gephyromycinifex aptenodytis NJES-13	Zhejiang Ocean University	2883648118	GCA_012277275.1	CP051155	3449783	3046	
2602041680	Bacteria	Permanent Draft	Propionibacterium sequencing project - Aarhus University	Cutibacterium granulosum VPI 0507	Aarhus University	2602041680	GCA_000463665.1	AOSS00000000	2128234	2025	
2654588184	Bacteria	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Cutibacterium acnes NLAE-zl-G260	DOE Joint Genome Institute (JGI)	2654588184	GCA_900102845.1	FNGJ00000000	2544367	2382	
2878672441	Bacteria	Permanent Draft	Whole genome sequencing of bacterial isolates collected over a 1-year period from the intensive care unit of University of Washington Medical Center	Cutibacterium acnes 119_PAVI	University of Washington	2878672441	GCA_001062245.1	JVZP00000000	4886171	4842	
2859574864	Bacteria	Finished	Corynebacterium pseudotuberculosis PA08/A19 genome sequencing	Corynebacterium pseudotuberculosis PA08/A19	Universidade Federal do Para (UFPA)	2859574864	GCA_002794435.1	CP024602	2337756	2205	
637000082	Bacteria	Finished	Corynebacterium diphtheriae gravis NCTC 13129	Corynebacterium diphtheriae bv. Gravis	Wellcome Trust Sanger Institute	637000082	GCA_000195815	BX248353	2488635	2395	
2531839679	Bacteria	Permanent Draft	Corynebacterium diphtheriae bv. intermedius NCTC 5011	Corynebacterium diphtheriae bv. intermedius NCTC 5011	University of Strathclyde	2531839679	GCA_000263415.1	AJVH00000000	2380361	2275	
2627853633	Bacteria	Permanent Draft	Corynebacterium pseudotuberculosis project- Oslo University Hospital , Norway	Corynebacterium pseudotuberculosis CCUG 27541	Oslo University Hospital	2627853633	GCA_000729725.1	JPJB00000000	2379417	2204	
2531839323	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL083PA2	Washington University in St. Louis	2531839323	GCA_000145155.1	ADXT00000000	2477393	2632	
2648501415	Bacteria	Permanent Draft	Corynebacterium ulcerans 04-3911	Corynebacterium ulcerans 04-3911	Federal University of Minas Gerais	2648501415	GCA_001298275.1	LGSX00000000	2492680	2336	
2540341150	Bacteria	Finished	Genome Sequencing of Corynebacterium pseudotuberculosis - Rede Paraense de Genomica e Proteomica, Brazil	Corynebacterium pseudotuberculosis 31	Rede Paraense de Genomica e Proteomica	2540341150	GCA_000259155	CP003421	2297010	2124	
2871376656	Bacteria	Permanent Draft	Cutibacterium acnes CA51 genome sequencing	Cutibacterium acnes CA51	Fudan University	2871376656	GCA_002775735.1	NJNM00000000	2483437	2428	
2848942949	Bacteria	Finished	Genome sequencing of Propionibacterium freudenreichii	Propionibacterium freudenreichii ERS1361219	Institute of Biotechnology, Helsinki University	2848942949	GCA_900097165.1	LT618778, LT618777, LT618776	5476836	5023	
2816332297	Bacteria	Finished	Acidipropionibacterium acidipropionici WSH1105 Genome sequencing	Acidipropionibacterium acidipropionici WSH1105	Propionibacterium acidipropionici	2816332297	GCA_001975205.1	CP019400	3645455	3368	
2874822841	Bacteria	Finished	Corynebacterium pseudotuberculosis CAP3W genome sequencing	Corynebacterium pseudotuberculosis CAP3W	UFMG	2874822841	GCA_002953275.1	CP026500	2337498	2207	
2684623084	Bacteria	Finished	Corynebacterium pseudotuberculosis N1	Corynebacterium pseudotuberculosis N1	 Federal Universityof Minas Gerais	2684623084	GCA_001447295.1	CP013146	2337845	2183	
2537561681	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL005PA4	Washington University in St. Louis	2537561681	GCA_000144065.1	ADZW00000000	2469727	2601	
2537561682	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL005PA3	Washington University in St. Louis	2537561682	GCA_000144345.1	ADZM00000000	2474419	2571	
2872058163	Bacteria	Finished	Corynebacterium pseudotuberculosis Cap4W genome sequencing	Corynebacterium pseudotuberculosis Cap4W	UFMG	2872058163	GCA_005341465.1	CP039867	2337570	2206	
2529293281	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium humerusii HL037PA3	Washington University in St. Louis	2529293281	GCA_000145415.1	ADXV00000000	2619651	2904	
2511231083	Bacteria	Finished	Pan-genomics of Corynebacterium diphtheriae	Corynebacterium diphtheriae HC01	Bielefeld University	2511231083	GCA_000255235.1	CP003212	2427149	2316	
2537561585	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL072PA2	Washington University in St. Louis	2537561585	GCA_000145335.1	ADXR00000000	2522151	2663	
2834760380	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes P15-021	University of Washington	2834760380	GCA_003426255.1	NMRG00000000	2477474	2409	
2923453845	Bacteria	Permanent Draft	Sequencing the genomes of 1000 actinobacteria strains	Corynebacterium felinum DSM 44508	DOE Joint Genome Institute (JGI)	2923453845			3236053	2959	
2511231095	Bacteria	Finished	Propionibacterium sequencing project -BAYGEN, Hungary	Cutibacterium acnes TypeIA2 P.acn31	BAYGEN	2511231095	GCA_000240055.1	CP003197	2498766	2298	
647000298	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes SK187	J. Craig Venter Institute	647000298	GCA_000178075.1	ADJM00000000	2510934	2431	
2847216000	Bacteria	Finished	Genome sequencing of Propionibacterium freudenreichii	Propionibacterium freudenreichii ERS1366621	Institute of Biotechnology, Helsinki University	2847216000	GCA_900097265.1	LT618786, LT618785	5438641	4971	
2850574254	Bacteria	Finished	Corynebacterium pseudotuberculosis OVI03 genome sequencing	Corynebacterium pseudotuberculosis OVI03	UFMG	2850574254	GCA_002953955.1	CP026524	2337541	2211	
2537562124	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes SK182	J. Craig Venter Institute	2537562124	GCA_000221125	AFUM00000000	2477348	2389	
2671180251	Bacteria	Finished	Corynebacterium pseudotuberculosis PO222/4-1 genome sequencing and assembly	Corynebacterium pseudotuberculosis PO222/4-1	Federal University of Minas Gerais	2671180251	GCA_001481715.1	CP013698	2337508	2186	
2843840127	Bacteria	Finished	Genome sequencing of Propionibacterium freudenreichii	Propionibacterium freudenreichii PFRJS18	Institute of Biotechnology, University of Helsinki	2843840127	GCA_900086895.1	LT576034	2661974	2457	
2537561579	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL110PA2	Washington University in St. Louis	2537561579	GCA_000144815.1	ADYY00000000	2501706	2611	
2867481428	Bacteria	Permanent Draft	Propioniciclava sinopodophylli KCTC 33808 Genome sequencing	Propioniciclava sinopodophylli KCTC 33808	Technical University of Munich	2867481428	GCA_004324755.1	SDMQ00000000	3074508	3044	
2541047016	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Propionibacterium sp. HGH0353	Broad Institute	2541047016	GCA_000413335.1	ATFM00000000	2726475	2553	
2518285596	Bacteria	Permanent Draft	Propionibacteria phylogeny project	Cutibacterium avidum VPI 0179	Eureka genomics	2518285596			2535083	2396	
2851555451	Bacteria	Finished	Corynebacterium pseudotuberculosis Cap8W genome sequencing	Corynebacterium pseudotuberculosis Cap8W	UFMG	2851555451	GCA_004323755.1	CP036257	2337575	2211	
2537561581	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL043PA1	Washington University in St. Louis	2537561581	GCA_000145195.1	ADXP00000000	2533141	2695	
2615840652	Bacteria	Finished	Corynebacterium Type Strain Sequencing and Analysis Project	Corynebacterium epidermidicanis DSM 45586 Genome Sequencing	Center for Biotechnology (CeBiTec), Bielefeld Univeristy	2615840652	GCA_001021025.1	CP011541	2692072	2542	
2515154214	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Cutibacterium acnes DSM 1897	DOE Joint Genome Institute (JGI)	2515154214	GCA_000472405.1	AWZZ00000000	2478994	2329	
2537561582	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL013PA2	Washington University in St. Louis	2537561582	GCA_000144525.1	ADYN00000000	2475255	2581	
2961886980	Bacteria	Permanent Draft	Corynebacterium diphtheriae and Corynebacterium ulcerans Genome sequencing	Corynebacterium diphtheriae ST395-SA-1980-6853	National Institute for Communicable Diseases, South Africa	2961886980	GCA_001876255.1	MIOO00000000	2369434	2317	
2866944438	Bacteria	Permanent Draft	Genome sequence of Propionibacterium australiense	Propionibacterium australiense ERS1670026	Wageningen University	2866944438	GCA_900536635.1	UNQJ00000000	2917459	2714	
2531839621	Bacteria	Permanent Draft	Propionibacterium sequencing project - University of Washington	Cutibacterium humerusii P08	Washington University in St. Louis	2531839621	GCA_000204235	AFAM00000000	2623290	2768	
2718217980	Bacteria	Finished	Complete Genome Sequencing of Corynebacterium pseudotuberculosis strain I37	Corynebacterium pseudotuberculosis I37	UFMG	2718217980	GCA_001889145.1	CP017384	2370282	2202	
2558860420	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Propionibacterium sp. KPL2009	Broad Institute	2558860420	GCA_000477655.1	AXMD00000000	2490529	2362	
2531839324	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL025PA1	Washington University in St. Louis	2531839324	GCA_000144795.1	ADYQ00000000	2534561	2579	
2639763133	Bacteria	Permanent Draft	Corynebacterium diphtheriae bv. gravis ISS 4060	Corynebacterium diphtheriae bv. gravis ISS 4060	Northumbria University, University of Strathclyde	2639763133	GCA_001026805.1	JAQN00000000	2395664	2327	
2513237388	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Propionibacterium sp. 5_U_42AFAA	Broad Institute	2513237388	GCA_000233555.1	ACUE00000000	2530254	2425	
2866179177	Bacteria	Permanent Draft	Brevilactibacter flavus VG341 Genome sequencing	Brevilactibacter flavus VG341	Technical University of Munich	2866179177	GCA_004126535.1	PPCV00000000	3007896	2899	
2728368901	Bacteria	Permanent Draft	Genome sequencing to identify the genetic basis of strain dependant traits in Propionibacterium freudenreichii isolates	Propionibacterium freudenreichii CIRM-BIA 119	INRA STLO	2728368901	GCA_900000105.1	CCYS00000000	2644402	2442	
2869742882	Bacteria	Finished	Genome sequencing of Corynebacterium ulcerans 0102 DRS000656	Corynebacterium ulcerans 0102 DRS000656	National Institute of Infectious Diseases, Japan	2869742882	GCA_000306825.1	AP012284	2579188	2432	
2619619217	Bacteria	Permanent Draft	Propionibacterium acnes strain Sequencing - UCLA	Cutibacterium acnes HL411PA1	University of California, Los Angeles	2619619217	GCA_000730465.1	JNHT00000000	2497712	2395	
2511231091	Bacteria	Finished	Pan-genomics of Corynebacterium diphtheriae	Corynebacterium diphtheriae HC02	Bielefeld University	2511231091	GCA_000255155.1	CP003213	2468612	2298	
2511231084	Bacteria	Finished	Pan-genomics of Corynebacterium diphtheriae	Corynebacterium diphtheriae HC04	Bielefeld University	2511231084	GCA_000255195.1	CP003215	2484332	2341	
2788500598	Bacteria	Permanent Draft	Nocardioides sp. XL1 genome sequencing	Nocardioides sp. XL1	University of Iowa	2788500598	GCA_002165235.1	NHQT00000000	5236502	5129	
2867484473	Bacteria	Permanent Draft	Phylogeny of diphtheria toxin and corresponding pathogenic features in different Corynebacterium spp.	Corynebacterium silvaticum KL0957	Bavarian Health and Food Safety Authority, Germany	2867484473	GCA_004382125.1	SDVC00000000	2554065	2672	
2537561580	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL043PA2	Washington University in St. Louis	2537561580	GCA_000144755.1	ADYM00000000	2532164	2685	
2558860422	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Propionibacterium sp. KPL2005	Broad Institute	2558860422	GCA_000477675.1	AXMF00000000	2568592	2403	
2511231212	Bacteria	Finished	Genome Sequencing of Corynebacterium pseudotuberculosis - Rede Paraense de Genomica e Proteomica, Brazil	Corynebacterium pseudotuberculosis 42/02-A	Rede Paraense de Genomica e Proteomica	2511231212	GCA_000227175.1	CP003062	2337606	2112	
2563366735	Bacteria	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Propionibacterium sp. MB3007	DOE Joint Genome Institute (JGI)	2563366735	GCA_000685945.1	JMLB00000000	2539257	2391	
2521172602	Bacteria	Finished	Propionibacterium acidipropionici ATCC 4875	Acidipropionibacterium acidipropionici ATCC 4875	University of Campinas	2521172602	GCA_000310065.1	CP003493	3656170	3401	
2645727678	Bacteria	Finished	Corynebacterium pseudotuberculosis 226 Genome sequencing	Corynebacterium pseudotuberculosis 226	Federal University of Para, Rede Paraense de Genomica e Proteomica	2645727678	GCA_000972805.1	CP010889	2337820	2224	
2869096312	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes P15-165	University of Washington	2869096312	GCA_003426685.1	NOWM00000000	2535498	2481	
2814123534	Bacteria	Permanent Draft	Sequencing the genomes of 1000 actinobacteria strains	Propioniferax innocua DSM 8251	DOE Joint Genome Institute (JGI)	2814123534		VFOR00000000	2789160	2622	
2848156896	Bacteria	Finished	Corynebacterium pseudotuberculosis Genome sequencing	Corynebacterium pseudotuberculosis MB302	Federal University of Para	2848156896	GCA_001969165.2	CP021982	2368811	2231	
2852349861	Bacteria	Finished	Genome sequencing of Propionibacterium freudenreichii	Propionibacterium freudenreichii PFRJS14	Institute of Biotechnology, University of Helsinki	2852349861	GCA_900087655.1	LT593929	2507188	2265	
2524023180	Bacteria	Permanent Draft	Kineosphaera limosa NBRC 100340	Kineosphaera limosa NBRC 100340	National Institute of Technology and Evaluation	2524023180	GCA_000298215.1	BAHD00000000	4847237	4470	
2874820625	Bacteria	Finished	Corynebacterium pseudotuberculosis KM01 genome sequencing	Corynebacterium pseudotuberculosis KM01	Yunnan University	2874820625	GCA_002869805.1	CP024995	2337666	2215	
2718218188	Bacteria	Finished	Complete Genome Sequencing of Corynebacterium pseudotuberculosis strain MEX31	Corynebacterium pseudotuberculosis MEX31	UFMG	2718218188	GCA_001922285.1	CP017292	2367880	2208	
2537561594	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL099PA1	Washington University in St. Louis	2537561594	GCA_000203995.1	ADWH00000000	2574141	2734	
2744054797	Bacteria	Permanent Draft	Propionibacterium avidum HL083PV1 genome sequencing	Cutibacterium avidum HL083PV1	University of California, Los Angeles	2744054797	GCA_001623865.1	LVJK00000000	2645269	2519	
2961867708	Bacteria	Permanent Draft	Corynebacterium diphtheriae and Corynebacterium ulcerans Genome sequencing	Corynebacterium diphtheriae ST291-CPT-2015-46403	National Institute for Communicable Diseases, South Africa	2961867708	GCA_001876215.1	MIYS00000000	2269894	2249	
2512047045	Bacteria	Permanent Draft	MockCom WGS	Cutibacterium granulosum VPI 0507	University of Liverpool	2512047045			2149071	2061	
2728368900	Bacteria	Permanent Draft	Genome sequencing to identify the genetic basis of strain dependant traits in Propionibacterium freudenreichii isolates	Propionibacterium freudenreichii CIRM-BIA 123	INRA STLO	2728368900	GCA_900000095.1	CCYQ00000000	2604827	2360	
2558860398	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Propionibacterium sp. KPL1844	Broad Institute	2558860398	GCA_000477715.1	AXMM00000000	2126825	1854	
2657245654	Bacteria	Permanent Draft	Genome sequencing to identify the genetic basis of strain dependant traits in Propionibacterium freudenreichii isolates	Propionibacterium freudenreichii CIRM-BIA 527	INRA STLO	2657245654	GCA_001368975.1	CDAC00000000	2576369	2325	
2619619253	Bacteria	Permanent Draft	Propionibacterium freudenreichii ITG P20 sequencing project	Propionibacterium freudenreichii freudenreichii ITG P20	INRA-Mathematics, Informatics and Genome Laboratory	2619619253	GCA_000723545.1	CCBE00000000	2588969	2356	
2561511167	Bacteria	Finished	Propionibacterium acnes HL096PA1	Cutibacterium acnes HL096PA1	University of California, Los Angeles	2561511167	GCA_000376705.1	CP003293, CP003294	2549775	2303	
2627853667	Bacteria	Finished	Propionibacterium freudenreichii freudenreichii strain:DSM 20271 Genome sequencing	Propionibacterium freudenreichii freudenreichii DSM 20271	University of Helsinki	2627853667	GCA_000940845.1	CP010341	2649166	2368	
2869091421	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes P15-159	University of Washington	2869091421	GCA_003426665.1	NOWL00000000	2537190	2482	
2961882232	Bacteria	Permanent Draft	Corynebacterium Genome sequencing	Corynebacterium diphtheriae bv. mitis 5171	Northumbria University	2961882232	GCA_002202825.1	LSXA00000000	2385918	2403	
2531839317	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL092PA1	Washington University in St. Louis	2531839317	GCA_000145435.1	ADXU00000000	2501898	2590	
2858991265	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes T32516	University of Washington	2858991265	GCA_003384585.1	PCNS00000000	2545456	2482	
2858983548	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes T20758	University of Washington	2858983548	GCA_003384485.1	PCNN00000000	2480536	2431	
2841833728	Bacteria	Finished	Genome sequencing of Propionibacterium freudenreichii	Propionibacterium freudenreichii PFRJS2	Institute of Biotechnology, University of Helsinki	2841833728	GCA_900087025.1	LT576032	2655351	2402	
2534681797	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium humerusii HL037PA2	Washington University in St. Louis	2534681797	GCA_000145075.1	ADYH00000000	2613759	2908	
2515154014	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Corynebacterium ciconiae DSM 44920	DOE Joint Genome Institute (JGI)	2515154014	GCA_000372385.1	AQUW00000000	2547296	2275	
2871362119	Bacteria	Permanent Draft	bacterium Genome sequencing	Cutibacterium acnes T35877	University of Washington	2871362119	GCA_003384685.1	PCNV00000000	2279966	2301	
2718218466	Bacteria	Finished	Corynebacterium pseudotuberculosis Genome sequencing	Corynebacterium pseudotuberculosis Cp13	Federal University of Minas Gerais	2718218466	GCA_001682275.1	CP014998	2342237	2172	
639633046	Bacteria	Finished	Proteobacterium strain JS666 and Nocardioides strain JS614	Nocardioides sp. JS614	DOE Joint Genome Institute (JGI)	639633046	GCA_000015265	CP000509, CP000508	5293685	4975	
648028019	Bacteria	Finished	Corynebacterium pseudotuberculosis FRC41	Corynebacterium pseudotuberculosis FRC41	Bielefeld University	648028019	GCA_000143705.1	CP002097	2337913	2171	
2531839428	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL050PA2	Washington University in St. Louis	2531839428	GCA_000144465.1	ADYC00000000	2458793	2579	
643886207	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Corynebacterium matruchotii ATCC 33806	Washington University in St. Louis	643886207	GCA_000158635	ACEB00000000	2967145	3195	
2834757897	Bacteria	Permanent Draft	Cutibacterium acnes 09-193 genome sequencing	Cutibacterium acnes 09-193	Aarhus University	2834757897	GCA_002831705.1	LKVE00000000	2535876	2482	
2859551338	Bacteria	Finished	Corynebacterium pseudotuberculosis CAPNAT1 genome sequencing	Corynebacterium pseudotuberculosis CAPNAT1	UFMG	2859551338	GCA_004193655.1	CP035716	2337602	2206	
2848915755	Bacteria	Finished	Genome sequencing of Propionibacterium freudenreichii	Propionibacterium freudenreichii PFRJS4	Institute of Biotechnology, University of Helsinki	2848915755	GCA_900086925.1	LT576033	2654663	2467	
2537561676	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Cutibacterium acnes HL025PA2	Washington University in St. Louis	2537561676	GCA_000144145.1	ADZO00000000	2476597	2614	
2917716410	Bacteria	Permanent Draft	Genome Sequencing of Propionibacterium sp. Marseille-P5998	Propionibacterium sp. Marseille-P5998	Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )	2917716410	GCA_900604505.1	UWOQ00000000	2619414	2703	
