,strain,gene,hit_score
1709,Lactobacillus_rhamnosus,lcdC,21.6
1710,Lactobacillus_rhamnosus,pct,18.6
1711,Lactobacillus_salivarius,lcdC,18.3
1712,Lactobacillus_sanfranciscensis,lcdC,23.6
1713,Lactobacillus_saniviri,acrC,219.5
1714,Lactobacillus_saniviri,lcdC,18.8
1715,Lactobacillus_saniviri,pct,18.2
1716,Lactobacillus_senioris,acrC,181.8
1717,Lactobacillus_senioris,lcdC,19.7
1718,Lactobacillus_sharpeae,lcdC,28.1
1719,Lactobacillus_ultunensis,lcdC,17.8
1720,Lactobacillus_ultunensis,pct,18.1
1721,Lactobacillus_vaginalis,lcdC,30.8
1722,Lactobacillus_xiangfangensis,acrC,26.2
1723,Lactobacillus_xiangfangensis,lcdC,23.6
1724,Lactococcus-lactis-IL1403-MAF-2,lcdC,259.2
1725,Lactococcus_garvieae,lcdC,256.2
1726,Lactococcus_plantarum,lcdC,260.2
1727,Lactococcus_raffinolactis,lcdC,261.1
1728,Lactonifactor_longoviformis,lcdA,23.6
1729,Lactonifactor_longoviformis,lcdB,93.5
1730,Lactonifactor_longoviformis,lcdC,272.3
1731,Lactonifactor_longoviformis,pct,653.0
1732,Laribacter_hongkongensis,acrC,302.6
1733,Laribacter_hongkongensis,lcdC,16.3
1734,Laribacter_hongkongensis,pct,24.0
1735,Lautropia_mirabilis,acrC,162.6
1736,Lautropia_mirabilis,lcdC,14.1
1737,Leminorella_grimontii,acrC,363.2
1738,Leminorella_grimontii,lcdA,391.6
1739,Leminorella_grimontii,lcdB,424.0
1740,Leminorella_grimontii,lcdC,345.2
1741,Leminorella_grimontii,pct,744.8
1742,Leminorella_richardii,acrC,295.4
1743,Leminorella_richardii,lcdC,260.2
1744,Leminorella_richardii,pct,743.7
1745,Leptotrichia_amnionii,lcdC,22.1
1746,Leptotrichia_buccalis,acrC,14.3
1747,Leptotrichia_buccalis,lcdC,21.3
1748,Leucobacter_aridicollis,acrC,306.1
1749,Leucobacter_aridicollis,lcdC,17.1
1750,Leucobacter_aridicollis,pct,51.8
1751,Leuconostoc_citreum,lcdC,23.8
1752,Leuconostoc_gelidum,lcdC,23.3
1753,Leuconostoc_lactis,lcdC,20.6
1754,Leuconostoc_mesenteroides,lcdC,24.5
1755,Leuconostoc_pseudomesenteroides,lcdC,21.6
1756,Listeria_marthii,lcdC,273.4
1757,Lysinibacillus_fusiformis,acrC,405.3
1758,Lysinibacillus_fusiformis,lcdC,22.2
1759,Lysinibacillus_fusiformis,pct,63.6
1760,Lysinibacillus_massiliensis,acrC,413.1
1761,Lysinibacillus_massiliensis,lcdC,23.9
1762,Lysinibacillus_massiliensis,pct,64.7
1763,Lysinibacillus_sphaericus,acrC,406.3
1764,Lysinibacillus_sphaericus,lcdC,22.4
1765,Lysinibacillus_sphaericus,pct,65.7
1766,Lysobacter_soli,acrC,325.9
1767,Lysobacter_soli,lcdC,14.3
1768,Lysobacter_soli,pct,66.8
1769,Macrococcus_caseolyticus,acrC,30.8
1770,Macrococcus_caseolyticus,lcdC,26.8
1771,Mannheimia_granulomatis,acrC,24.8
1772,Mannheimia_granulomatis,lcdC,29.6
1773,Mannheimia_granulomatis,pct,94.0
1774,Marvinbryantia-formatexigens-DSM-14469-MAF-2,lcdA,53.1
1775,Marvinbryantia-formatexigens-DSM-14469-MAF-2,lcdB,14.8
1776,Marvinbryantia-formatexigens-DSM-14469-MAF-2,lcdC,307.7
1777,Massilia_aurea,acrC,332.1
1778,Massilia_aurea,pct,71.2
1779,Megamonas_funiformis,lcdC,246.1
1780,Megamonas_funiformis,pct,28.2
1781,Megamonas_hypermegale,lcdC,246.2
1782,Megamonas_hypermegale,pct,27.0
1783,Megasphaera-elsdenii-14-14-MAF-2,acrC,413.7
1784,Megasphaera-elsdenii-14-14-MAF-2,lcdA,822.9
1785,Megasphaera-elsdenii-14-14-MAF-2,lcdC,378.9
1786,Megasphaera-elsdenii-14-14-MAF-2,pct,861.9
1787,Mesorhizobium_jarvisii,acrC,290.6
1788,Mesorhizobium_jarvisii,lcdC,19.5
1789,Mesorhizobium_jarvisii,pct,550.4
1790,Mesorhizobium_loti,acrC,293.3
1791,Mesorhizobium_loti,lcdC,22.2
1792,Mesorhizobium_loti,pct,543.9
1793,Methylobacterium_adhaesivum,acrC,227.9
1794,Methylobacterium_adhaesivum,pct,751.4
1795,Methylobacterium_aminovorans,acrC,218.0
1796,Methylobacterium_aminovorans,pct,745.0
1797,Methylobacterium_brachiatum,acrC,289.0
1798,Methylobacterium_brachiatum,pct,740.9
1799,Methylobacterium_jeotgali,acrC,235.1
1800,Methylobacterium_jeotgali,pct,750.4
1801,Methylobacterium_mesophilicum,acrC,290.8
1802,Methylobacterium_mesophilicum,pct,740.1
1803,Methylobacterium_oryzae,acrC,284.1
1804,Methylobacterium_oryzae,pct,743.9
1805,Methylobacterium_phyllosphaerae,acrC,282.4
1806,Methylobacterium_phyllosphaerae,pct,743.8
1807,Methylobacterium_populi,acrC,218.0
1808,Methylobacterium_populi,pct,739.9
1809,Methylobacterium_radiotolerans,acrC,281.1
1810,Methylobacterium_radiotolerans,pct,742.4
1811,Methylobacterium_zatmanii,acrC,224.3
1812,Methylobacterium_zatmanii,pct,743.3
1813,Methyloversatilis_discipulorum,acrC,107.0
1814,Methyloversatilis_discipulorum,lcdC,17.0
1815,Methyloversatilis_discipulorum,pct,758.2
1816,Methyloversatilis_universalis,acrC,115.4
1817,Methyloversatilis_universalis,lcdC,15.4
1818,Methyloversatilis_universalis,pct,762.3
1819,Microbacterium_aurum,acrC,289.1
1820,Microbacterium_aurum,lcdC,16.8
1821,Microbacterium_aurum,pct,580.9
1822,Microbacterium_chocolatum,acrC,280.8
1823,Microbacterium_chocolatum,lcdC,21.4
1824,Microbacterium_chocolatum,pct,54.4
1825,Microbacterium_foliorum,acrC,297.9
1826,Microbacterium_foliorum,lcdC,15.7
1827,Microbacterium_foliorum,pct,58.6
1828,Microbacterium_ginsengisoli,acrC,291.5
1829,Microbacterium_ginsengisoli,pct,55.3
1830,Microbacterium_gubbeenense,acrC,177.9
1831,Microbacterium_gubbeenense,lcdC,15.0
1832,Microbacterium_hydrocarbonoxydans,acrC,302.2
1833,Microbacterium_hydrocarbonoxydans,lcdC,17.8
1834,Microbacterium_hydrocarbonoxydans,pct,57.3
1835,Microbacterium_lacticum,acrC,287.5
1836,Microbacterium_lacticum,pct,54.6
1837,Microbacterium_mitrae,acrC,285.0
1838,Microbacterium_mitrae,lcdC,13.2
1839,Microbacterium_mitrae,pct,55.9
1840,Microbacterium_oleivorans,acrC,267.1
1841,Microbacterium_oleivorans,lcdC,16.6
1842,Microbacterium_oleivorans,pct,56.1
1843,Microbacterium_paraoxydans,acrC,300.1
1844,Microbacterium_paraoxydans,lcdC,18.1
1845,Microbacterium_paraoxydans,pct,49.7
1846,Microbacterium_phyllosphaerae,acrC,300.7
1847,Microbacterium_phyllosphaerae,lcdC,15.5
1848,Microbacterium_phyllosphaerae,pct,54.1
1849,Microbacterium_schleiferi,acrC,208.8
1850,Microbacterium_schleiferi,lcdC,13.5
1851,Microbacterium_schleiferi,pct,60.8
1852,Microbacterium_testaceum,acrC,284.8
1853,Microbacterium_testaceum,lcdC,17.4
1854,Microbacterium_testaceum,pct,62.4
1855,Micrococcus_cohnii,acrC,269.2
1856,Micrococcus_cohnii,lcdC,13.8
1857,Micrococcus_cohnii,pct,43.9
1858,Micrococcus_endophyticus,acrC,290.7
1859,Micrococcus_endophyticus,pct,51.9
1860,Micrococcus_luteus,acrC,279.8
1861,Micrococcus_luteus,pct,41.7
1862,Micrococcus_lylae,acrC,255.8
1863,Micrococcus_lylae,pct,54.5
1864,Microlunatus_phosphovorus,acrC,304.4
1865,Microlunatus_phosphovorus,lcdC,21.0
1866,Microlunatus_phosphovorus,pct,51.0
1867,Micromonospora_aurantiaca,acrC,318.8
1868,Micromonospora_aurantiaca,lcdC,14.1
1869,Micromonospora_aurantiaca,pct,18.8
1870,Microvirga_aerophila,acrC,296.4
1871,Microvirga_aerophila,lcdC,22.4
1872,Microvirga_aerophila,pct,540.7
1873,Microvirga_massiliensis,acrC,313.6
1874,Microvirga_massiliensis,lcdC,23.3
1875,Microvirga_massiliensis,pct,76.7
1876,Microvirgula_aerodenitrificans,acrC,284.4
1877,Microvirgula_aerodenitrificans,pct,28.5
1878,Mitsuokella-multacida-DSM-20544-MAF-2,lcdC,245.6
1879,Mitsuokella-multacida-DSM-20544-MAF-2,pct,25.3
1880,Mitsuokella_jalaludinii,lcdC,246.3
1881,Mitsuokella_jalaludinii,pct,25.8
1882,Mobiluncus_curtisii,lcdC,262.6
1883,Moellerella_wisconsensis,acrC,63.9
1884,Moellerella_wisconsensis,lcdC,35.7
1885,Mogibacterium_diversum,acrC,318.0
1886,Mogibacterium_diversum,lcdA,373.6
1887,Mogibacterium_diversum,lcdB,327.9
1888,Mogibacterium_diversum,lcdC,331.2
1889,Mogibacterium_pumilum,acrC,314.4
1890,Mogibacterium_pumilum,lcdA,370.3
1891,Mogibacterium_pumilum,lcdB,151.8
1892,Mogibacterium_pumilum,lcdC,337.1
1893,Mogibacterium_timidum,acrC,316.0
1894,Mogibacterium_timidum,lcdA,369.7
1895,Mogibacterium_timidum,lcdB,320.4
1896,Mogibacterium_timidum,lcdC,327.3
1897,Moraxella_catarrhalis,acrC,98.4
1898,Moraxella_catarrhalis,lcdC,19.5
1899,Moraxella_catarrhalis,pct,27.8
1900,Moraxella_osloensis,acrC,316.7
1901,Moraxella_osloensis,lcdC,17.8
1902,Moraxella_osloensis,pct,79.0
1903,Morganella_morganii,acrC,61.8
1904,Morganella_morganii,lcdA,20.5
1905,Morganella_morganii,lcdB,91.0
1906,Morganella_morganii,lcdC,261.5
1907,Morganella_morganii,pct,75.3
1908,Murimonas_intestini,acrC,331.7
1909,Murimonas_intestini,lcdA,65.8
1910,Murimonas_intestini,lcdB,81.7
1911,Murimonas_intestini,lcdC,244.6
1912,Murimonas_intestini,pct,694.4
1913,Mycobacterium_abscessus,acrC,307.7
1914,Mycobacterium_abscessus,lcdC,21.0
1915,Mycobacterium_aubagnense,acrC,293.0
1916,Mycobacterium_aubagnense,lcdC,14.3
1917,Mycobacterium_aubagnense,pct,67.0
1918,Mycobacterium_avium,acrC,309.4
1919,Mycobacterium_avium,lcdC,22.3
1920,Mycobacterium_avium,pct,106.6
1921,Mycobacterium_florentinum,acrC,302.5
1922,Mycobacterium_florentinum,lcdC,20.2
1923,Mycobacterium_florentinum,pct,109.9
1924,Mycobacterium_fortuitum,acrC,305.5
1925,Mycobacterium_fortuitum,lcdC,25.2
1926,Mycobacterium_fortuitum,pct,13.9
1927,Mycoplasma_pneumoniae,lcdC,15.0
1928,Negativicoccus_succinicivorans,acrC,297.2
1929,Negativicoccus_succinicivorans,lcdC,18.4
1930,Negativicoccus_succinicivorans,pct,18.4
1931,Neisseria_cinerea,acrC,23.1
1932,Neisseria_elongata,acrC,29.0
1933,Neisseria_elongata,lcdC,17.5
1934,Neisseria_elongata,pct,18.4
1935,Neisseria_flavescens,acrC,23.7
1936,Neisseria_macacae,acrC,120.5
1937,Neisseria_mucosa,acrC,116.1
1938,Neisseria_sicca,acrC,118.4
1939,Neisseria_subflava,acrC,26.1
1940,Nevskia_ramosa,acrC,294.2
1941,Nevskia_ramosa,lcdA,166.0
1942,Nevskia_ramosa,lcdB,208.3
1943,Nevskia_ramosa,lcdC,292.7
1944,Nevskia_ramosa,pct,53.5
1945,Nitriliruptor_alkaliphilus,acrC,259.4
1946,Nitriliruptor_alkaliphilus,lcdC,19.6
1947,Nitriliruptor_alkaliphilus,pct,26.8
1948,Novosphingobium_capsulatum,acrC,314.8
1949,Novosphingobium_capsulatum,lcdC,19.9
1950,Novosphingobium_capsulatum,pct,68.9
1951,Obesumbacterium_proteus,acrC,154.5
1952,Obesumbacterium_proteus,lcdA,24.2
1953,Obesumbacterium_proteus,lcdB,83.5
1954,Obesumbacterium_proteus,lcdC,263.2
1955,Obesumbacterium_proteus,pct,28.6
1956,Oceanobacillus_caeni,acrC,430.7
1957,Oceanobacillus_caeni,lcdC,23.0
1958,Oceanobacillus_caeni,pct,78.2
1959,Oceanobacillus_massiliensis,acrC,426.9
1960,Oceanobacillus_massiliensis,lcdC,22.8
1961,Oceanobacillus_massiliensis,pct,19.3
1962,Ochrobactrum_anthropi,acrC,362.4
1963,Ochrobactrum_anthropi,lcdC,23.5
1964,Ochrobactrum_anthropi,pct,551.0
1965,Ochrobactrum_cytisi,acrC,363.5
1966,Ochrobactrum_cytisi,lcdC,26.1
1967,Ochrobactrum_cytisi,pct,554.5
1968,Ochrobactrum_intermedium,acrC,363.2
1969,Ochrobactrum_intermedium,lcdC,25.0
1970,Ochrobactrum_intermedium,pct,550.3
1971,Odoribacter_laneus,acrC,423.3
1972,Odoribacter_laneus,lcdC,23.0
1973,Odoribacter_laneus,pct,87.5
1974,Odoribacter_splanchnicus,acrC,416.9
1975,Odoribacter_splanchnicus,lcdC,18.4
1976,Odoribacter_splanchnicus,pct,93.6
1977,Olsenella_profusa,lcdC,269.4
1978,Olsenella_scatoligenes,lcdA,44.9
1979,Olsenella_scatoligenes,lcdB,106.3
1980,Olsenella_scatoligenes,lcdC,304.4
1981,Olsenella_uli,lcdC,243.4
1982,Oribacterium_sinus,acrC,71.4
1983,Oribacterium_sinus,lcdA,38.0
1984,Oribacterium_sinus,lcdB,92.3
1985,Oribacterium_sinus,lcdC,285.1
1986,Ornithobacterium_rhinotracheale,acrC,305.8
1987,Oscillibacter_valericigenes,acrC,438.6
1988,Oscillibacter_valericigenes,lcdC,279.7
1989,Oscillibacter_valericigenes,pct,822.0
1990,Oxalobacter_formigenes,lcdC,12.9
1991,Oxalobacter_formigenes,pct,29.8
1992,Paenibacillus_alvei,acrC,370.0
1993,Paenibacillus_alvei,lcdC,29.3
1994,Paenibacillus_alvei,pct,699.0
1995,Paenibacillus_antibioticophila,lcdC,258.4
1996,Paenibacillus_antibioticophila,pct,23.5
1997,Paenibacillus_barcinonensis,acrC,204.3
1998,Paenibacillus_barcinonensis,lcdC,25.1
1999,Paenibacillus_barengoltzii,acrC,232.5
2000,Paenibacillus_barengoltzii,lcdC,23.0
2001,Paenibacillus_daejeonensis,lcdC,20.8
2002,Paenibacillus_durus,acrC,288.8
2003,Paenibacillus_durus,lcdA,24.5
2004,Paenibacillus_durus,lcdB,161.8
2005,Paenibacillus_durus,lcdC,314.6
2006,Paenibacillus_glucanolyticus,acrC,230.8
2007,Paenibacillus_glucanolyticus,lcdC,29.2
2008,Paenibacillus_graminis,acrC,175.6
2009,Paenibacillus_graminis,lcdC,257.0
2010,Paenibacillus_graminis,pct,110.1
2011,Paenibacillus_illinoisensis,acrC,15.4
2012,Paenibacillus_illinoisensis,lcdC,26.3
2013,Paenibacillus_lactis,acrC,231.1
2014,Paenibacillus_lactis,lcdC,31.1
2015,Paenibacillus_lautus,acrC,231.3
2016,Paenibacillus_lautus,lcdC,29.2
2017,Paenibacillus_rhizosphaerae,acrC,236.7
2018,Paenibacillus_rhizosphaerae,lcdC,27.1
2019,Paenibacillus_senegalensis,acrC,19.2
2020,Paenibacillus_senegalensis,lcdC,21.4
2021,Paenibacillus_thiaminolyticus,acrC,369.7
2022,Paenibacillus_thiaminolyticus,lcdC,210.1
2023,Paenibacillus_thiaminolyticus,pct,62.6
2024,Paenibacillus_timonensis,acrC,235.7
2025,Paenibacillus_timonensis,lcdC,249.4
2026,Pantoea_agglomerans,acrC,69.3
2027,Pantoea_agglomerans,lcdC,28.6
2028,Pantoea_agglomerans,pct,33.2
2029,Pantoea_rodasii,acrC,70.4
2030,Pantoea_rodasii,lcdC,27.5
2031,Pantoea_rodasii,pct,34.3
2032,Papillibacter_cinnamivorans,acrC,586.0
2033,Papillibacter_cinnamivorans,lcdA,485.9
2034,Papillibacter_cinnamivorans,lcdB,458.5
2035,Papillibacter_cinnamivorans,lcdC,344.1
2036,Papillibacter_cinnamivorans,pct,864.9
2037,Parabacteroides-johnsonii-DSM-18315-MAF-2,acrC,162.3
2038,Parabacteroides-johnsonii-DSM-18315-MAF-2,lcdC,26.5
2039,Parabacteroides-johnsonii-DSM-18315-MAF-2,pct,23.1
2040,Parabacteroides-merdae-ATCC-43184-MAF-2,acrC,163.4
2041,Parabacteroides-merdae-ATCC-43184-MAF-2,lcdC,24.1
2042,Parabacteroides-merdae-ATCC-43184-MAF-2,pct,22.6
2043,Parabacteroides-sp-D13-MAF-2,acrC,175.0
2044,Parabacteroides-sp-D13-MAF-2,lcdA,13.6
2045,Parabacteroides-sp-D13-MAF-2,lcdC,29.7
2046,Parabacteroides-sp-D13-MAF-2,pct,22.3
2047,Parabacteroides_distasonis,acrC,165.7
2048,Parabacteroides_distasonis,lcdA,13.6
2049,Parabacteroides_distasonis,lcdC,31.4
2050,Parabacteroides_distasonis,pct,22.3
2051,Parabacteroides_faecis,acrC,175.8
2052,Parabacteroides_faecis,lcdB,17.1
2053,Parabacteroides_faecis,lcdC,269.5
2054,Parabacteroides_faecis,pct,23.3
2055,Parabacteroides_goldsteinii,acrC,163.3
2056,Parabacteroides_goldsteinii,lcdC,28.5
2057,Parabacteroides_goldsteinii,pct,23.6
2058,Parabacteroides_gordonii,acrC,167.9
2059,Parabacteroides_gordonii,lcdC,25.2
2060,Parabacteroides_gordonii,pct,23.5
2061,Paraburkholderia_fungorum,acrC,365.4
2062,Paraburkholderia_fungorum,lcdC,24.9
2063,Paraburkholderia_fungorum,pct,552.9
2064,Paracoccus_haeundaensis,acrC,292.2
2065,Paracoccus_haeundaensis,lcdC,18.9
2066,Paracoccus_haeundaensis,pct,620.6
2067,Paracoccus_marinus,acrC,273.1
2068,Paracoccus_marinus,lcdC,15.9
2069,Paracoccus_marinus,pct,70.7
2070,Paracoccus_sphaerophysae,acrC,298.1
2071,Paracoccus_sphaerophysae,lcdC,24.7
2072,Paracoccus_sphaerophysae,pct,70.1
2073,Paracoccus_yeei,acrC,363.4
2074,Paracoccus_yeei,lcdC,18.9
2075,Paracoccus_yeei,pct,84.5
2076,Paraeggerthella_hongkongensis,acrC,241.1
2077,Paraeggerthella_hongkongensis,lcdC,280.4
2078,Paraprevotella_clara,acrC,163.3
2079,Paraprevotella_clara,lcdC,15.2
2080,Paraprevotella_clara,pct,21.6
2081,Paraprevotella_xylaniphila,acrC,163.7
2082,Paraprevotella_xylaniphila,lcdC,14.7
2083,Paraprevotella_xylaniphila,pct,21.4
2084,Parasporobacterium_paucivorans,acrC,438.1
2085,Parasporobacterium_paucivorans,lcdC,254.4
2086,Parasporobacterium_paucivorans,pct,109.6
2087,Parasutterella_excrementihominis,lcdA,32.2
2088,Parasutterella_excrementihominis,lcdB,149.2
2089,Parasutterella_secunda,lcdC,260.4
2090,Parvimonas_micra,acrC,91.6
2091,Parvimonas_micra,lcdA,38.7
2092,Parvimonas_micra,lcdB,111.0
2093,Parvimonas_micra,lcdC,289.9
2094,Pediococcus_acidilactici,lcdC,20.2
2095,Pediococcus_damnosus,lcdC,19.2
2096,Pediococcus_damnosus,pct,15.8
2097,Pediococcus_pentosaceus,lcdC,23.4
2098,Pelomonas_puraquae,acrC,349.2
2099,Pelomonas_puraquae,lcdC,24.7
2100,Pelomonas_puraquae,pct,71.9
2101,Pelomonas_saccharophila,acrC,348.9
2102,Pelomonas_saccharophila,lcdC,25.6
2103,Pelomonas_saccharophila,pct,71.7
2104,Peptococcus_niger,acrC,432.9
2105,Peptococcus_niger,lcdC,254.2
2106,Peptococcus_niger,pct,32.9
2107,Peptoniphilus_asaccharolyticus,acrC,433.3
2108,Peptoniphilus_asaccharolyticus,lcdA,357.8
2109,Peptoniphilus_asaccharolyticus,lcdB,335.0
2110,Peptoniphilus_asaccharolyticus,lcdC,375.2
2111,Peptoniphilus_asaccharolyticus,pct,22.0
2112,Peptoniphilus_duerdenii,acrC,413.3
2113,Peptoniphilus_duerdenii,lcdA,46.2
2114,Peptoniphilus_duerdenii,lcdB,104.7
2115,Peptoniphilus_duerdenii,lcdC,302.8
2116,Peptoniphilus_duerdenii,pct,17.2
2117,Peptoniphilus_grossensis,acrC,430.0
2118,Peptoniphilus_grossensis,lcdA,357.7
2119,Peptoniphilus_grossensis,lcdB,336.7
2120,Peptoniphilus_grossensis,lcdC,378.0
2121,Peptoniphilus_grossensis,pct,24.4
2122,Peptoniphilus_harei,acrC,430.1
2123,Peptoniphilus_harei,lcdA,356.8
2124,Peptoniphilus_harei,lcdB,336.0
2125,Peptoniphilus_harei,lcdC,378.5
2126,Peptoniphilus_harei,pct,21.5
2127,Peptoniphilus_indolicus,acrC,436.6
2128,Peptoniphilus_indolicus,lcdA,842.3
2129,Peptoniphilus_indolicus,lcdB,695.5
2130,Peptoniphilus_indolicus,lcdC,391.7
2131,Peptoniphilus_indolicus,pct,833.6
2132,Peptoniphilus_lacrimalis,acrC,442.8
2133,Peptoniphilus_lacrimalis,lcdA,361.5
2134,Peptoniphilus_lacrimalis,lcdB,333.7
2135,Peptoniphilus_lacrimalis,lcdC,373.0
2136,Peptoniphilus_lacrimalis,pct,20.0
2137,Peptoniphilus_senegalensis,acrC,432.3
2138,Peptoniphilus_senegalensis,lcdA,360.1
2139,Peptoniphilus_senegalensis,lcdB,335.9
2140,Peptoniphilus_senegalensis,lcdC,378.2
2141,Peptoniphilus_senegalensis,pct,24.4
2142,Peptoniphilus_timonensis,acrC,431.7
2143,Peptoniphilus_timonensis,lcdA,356.0
2144,Peptoniphilus_timonensis,lcdB,337.3
2145,Peptoniphilus_timonensis,lcdC,378.9
2146,Peptoniphilus_timonensis,pct,22.3
2147,Peptostreptococcus_anaerobius,acrC,740.0
2148,Peptostreptococcus_anaerobius,lcdA,426.7
2149,Peptostreptococcus_anaerobius,lcdB,476.5
2150,Peptostreptococcus_anaerobius,lcdC,345.0
2151,Peptostreptococcus_anaerobius,pct,681.5
2152,Phascolarctobacterium_faecium,acrC,361.7
2153,Phascolarctobacterium_faecium,lcdC,242.9
2154,Phascolarctobacterium_faecium,pct,70.0
2155,Phascolarctobacterium_succinatutens,acrC,354.4
2156,Phascolarctobacterium_succinatutens,lcdC,266.2
2157,Phascolarctobacterium_succinatutens,pct,19.1
2158,Phenylobacterium_haematophilum,acrC,333.0
2159,Phenylobacterium_haematophilum,lcdC,15.7
2160,Phenylobacterium_haematophilum,pct,58.7
2161,Phocaeicola_vulgatus,acrC,163.9
2162,Phocaeicola_vulgatus,lcdC,32.5
2163,Phocaeicola_vulgatus,pct,21.8
2164,Phyllobacterium_myrsinacearum,acrC,309.9
2165,Phyllobacterium_myrsinacearum,lcdC,19.6
2166,Phyllobacterium_myrsinacearum,pct,546.7
2167,Planococcus_okeanokoites,acrC,411.8
2168,Planococcus_okeanokoites,lcdC,21.6
2169,Planococcus_okeanokoites,pct,81.7
2170,Planococcus_rifietoensis,acrC,410.3
2171,Planococcus_rifietoensis,lcdC,18.2
2172,Planococcus_rifietoensis,pct,74.8
2173,Planomicrobium_chinense,acrC,402.2
2174,Planomicrobium_chinense,lcdC,21.0
2175,Planomicrobium_chinense,pct,79.5
2176,Plesiomonas_shigelloides,acrC,76.1
2177,Plesiomonas_shigelloides,lcdC,16.3
2178,Porphyromonas_asaccharolytica,acrC,402.9
2179,Porphyromonas_asaccharolytica,lcdC,15.7
2180,Porphyromonas_asaccharolytica,pct,78.0
2181,Porphyromonas_bennonis,lcdA,12.3
2182,Porphyromonas_bennonis,lcdC,18.8
2183,Porphyromonas_endodontalis,acrC,397.7
2184,Porphyromonas_endodontalis,lcdC,14.1
2185,Porphyromonas_endodontalis,pct,86.5
2186,Porphyromonas_gingivalis,acrC,420.2
2187,Porphyromonas_gingivalis,lcdC,15.8
2188,Porphyromonas_gingivalis,pct,75.7
2189,Porphyromonas_somerae,acrC,409.9
2190,Porphyromonas_somerae,lcdC,19.9
2191,Porphyromonas_somerae,pct,72.6
2192,Porphyromonas_uenonis,acrC,404.5
2193,Porphyromonas_uenonis,lcdC,13.7
2194,Porphyromonas_uenonis,pct,77.7
2195,Prevotella-buccalis-ATCC-35310-MAF-2,acrC,157.2
2196,Prevotella-buccalis-ATCC-35310-MAF-2,lcdC,34.5
2197,Prevotella-copri-DSM-18205-MAF-2,acrC,148.4
2198,Prevotella-copri-DSM-18205-MAF-2,lcdC,271.4
2199,Prevotella-copri-DSM-18205-MAF-2,pct,14.9
2200,Prevotella_albensis,acrC,147.2
2201,Prevotella_albensis,lcdC,30.2
2202,Prevotella_albensis,pct,18.3
2203,Prevotella_amniotica,acrC,161.1
2204,Prevotella_amniotica,lcdC,21.6
2205,Prevotella_baroniae,acrC,145.5
2206,Prevotella_baroniae,lcdC,29.0
2207,Prevotella_bergensis,acrC,150.4
2208,Prevotella_bergensis,lcdA,16.6
2209,Prevotella_bergensis,lcdC,270.1
2210,Prevotella_bivia,acrC,151.1
2211,Prevotella_bivia,lcdC,17.4
2212,Prevotella_brevis,acrC,153.1
2213,Prevotella_brevis,lcdC,34.9
2214,Prevotella_brevis,pct,13.6
2215,Prevotella_bryantii,acrC,143.7
2216,Prevotella_bryantii,lcdC,32.9
2217,Prevotella_bryantii,pct,16.3
2218,Prevotella_buccae,acrC,155.1
2219,Prevotella_buccae,lcdC,258.0
2220,Prevotella_conceptionensis,acrC,154.0
2221,Prevotella_conceptionensis,lcdC,26.8
2222,Prevotella_corporis,acrC,157.3
2223,Prevotella_corporis,lcdC,26.4
2224,Prevotella_dentalis,acrC,152.8
2225,Prevotella_dentalis,lcdA,12.2
2226,Prevotella_dentalis,lcdC,266.8
2227,Prevotella_dentalis,pct,15.3
2228,Prevotella_denticola,acrC,159.0
2229,Prevotella_denticola,lcdA,12.2
2230,Prevotella_denticola,lcdC,23.2
2231,Prevotella_disiens,acrC,158.6
2232,Prevotella_disiens,lcdC,27.1
2233,Prevotella_enoeca,acrC,155.3
2234,Prevotella_enoeca,lcdC,31.1
2235,Prevotella_enoeca,pct,12.8
2236,Prevotella_intermedia,acrC,154.0
2237,Prevotella_intermedia,lcdC,27.1
2238,Prevotella_loescheii,acrC,151.6
2239,Prevotella_loescheii,lcdC,27.8
2240,Prevotella_melaninogenica,acrC,158.3
2241,Prevotella_melaninogenica,lcdC,25.3
2242,Prevotella_micans,acrC,155.7
2243,Prevotella_micans,lcdC,270.1
2244,Prevotella_multisaccharivorax,acrC,145.7
2245,Prevotella_multisaccharivorax,lcdA,13.6
2246,Prevotella_multisaccharivorax,lcdC,268.7
2247,Prevotella_nanceiensis,acrC,150.2
2248,Prevotella_nanceiensis,lcdC,34.9
2249,Prevotella_nigrescens,acrC,153.9
2250,Prevotella_nigrescens,lcdC,27.8
2251,Prevotella_oralis,acrC,159.5
2252,Prevotella_oralis,lcdA,12.2
2253,Prevotella_oralis,lcdC,37.2
2254,Prevotella_oulora,acrC,148.3
2255,Prevotella_oulora,lcdA,13.1
2256,Prevotella_oulora,lcdC,32.5
2257,Prevotella_oulora,pct,18.2
2258,Prevotella_pallens,acrC,154.4
2259,Prevotella_pallens,lcdC,27.2
2260,Prevotella_ruminicola,acrC,152.5
2261,Prevotella_ruminicola,lcdC,34.1
2262,Prevotella_ruminicola,pct,13.9
2263,Prevotella_shahii,acrC,153.8
2264,Prevotella_shahii,lcdC,28.2
2265,Prevotella_stercorea,acrC,153.1
2266,Prevotella_stercorea,lcdC,30.4
2267,Prevotella_timonensis,acrC,199.4
2268,Prevotella_timonensis,lcdC,269.9
2269,Prevotella_veroralis,acrC,155.9
2270,Prevotella_veroralis,lcdA,12.3
2271,Prevotella_veroralis,lcdC,24.0
2272,Prochlorococcus_marinus,lcdC,16.9
2273,Promicromonospora_flava,acrC,225.4
2274,Promicromonospora_flava,lcdC,17.2
